"","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD","AREA_Adyar","AREA_AnnaNagar","AREA_Karapakkam","AREA_KKnagar","AREA_TNagar","AREA_Velachery","SALE_COND_Abnormal","SALE_COND_Family","SALE_COND_NormalSale","SALE_COND_Partial","PARK_FACIL_No","BUILDTYPE_Commercial","BUILDTYPE_Other","UTILITY_AVAIL_AllPub","UTILITY_AVAIL_ELO","STREET_Gravel","STREET_NoAccess"
"3793",1966,176,2,1,5,434841,188039,11752460,1976,2009,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"3794",1541,35,2,1,4,502054,278919,13945940,1993,2010,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"3795",1978,20,3,2,5,385174,192587,10699280,1955,2004,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"3796",1208,36,1,1,3,533855,141635,10895000,1986,2010,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"3797",659,16,1,1,2,247065,58825,5882500,1989,2009,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"3798",1834,159,2,1,5,489679,181881,13990830,1998,2007,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"3799",792,131,1,1,2,241977,66752,8344040,2002,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3800",1262,189,2,1,4,323202,172374,10773390,1987,2014,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3801",767,48,1,1,2,274570,116484,8320290,1978,2012,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3802",1225,186,1,1,3,178211,93349,4243125,1975,2010,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"3803",732,96,1,1,2,239358,103722,7978600,2007,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"3804",1647,170,2,2,4,478058,144529,11117625,1989,2011,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"3805",1344,163,2,1,4,395621,89914,8991380,2001,2010,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"3806",807,68,1,1,3,276165,14162,7081160,1987,2011,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"3807",631,46,1,1,2,314241,198468,8269500,1989,2011,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"3808",1775,117,1,1,4,483506,136373,12397590,1986,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"3809",753,22,1,1,2,188659,74320,5716935,1980,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3810",1952,9,3,2,5,423661,122639,11148980,1993,2012,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"3811",1021,4,1,1,3,298266,158454,9320800,1993,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"3812",1126,194,1,1,3,250615,139231,9282050,1984,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"3813",2397,5,4,2,6,510155,165800,12753880,1996,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"3814",1059,199,1,1,3,356166,42740,14246650,1980,2007,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"3815",1625,82,2,1,4,425812,227760,9902600,1980,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
"3816",1080,12,1,1,3,328144,82036,10254500,2005,2011,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"3817",2254,195,4,2,6,472266,99424,12428040,2004,2012,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"3818",1696,189,2,1,4,475812,163136,13594630,1995,2004,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
"3819",1943,68,3,2,5,377099,140065,10774250,1968,2008,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
"3820",1499,85,2,1,4,626257,146571,13324620,1999,2010,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"3821",1782,179,2,1,4,434146,173658,14471520,1980,2006,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"3822",1505,174,1,1,4,534526,327613,17242780,1991,2010,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
"3823",2050,191,3,2,5,773456,235400,16814260,1997,2010,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"3824",1665,40,1,1,4,455025,202233,12639580,1969,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3825",1391,115,2,2,4,278964,112914,6642000,1983,2009,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3826",1797,24,1,1,4,404535,195743,13049510,1970,2013,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"3827",1514,185,1,1,4,656577,168353,16835310,1986,2014,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
"3828",786,118,1,1,2,362994,10371,10371250,1998,2008,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
"3829",1991,48,3,2,5,524594,151856,13805110,1973,2011,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
"3830",1814,196,3,2,5,419251,139750,13975040,2005,2012,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"3831",504,130,1,1,2,162338,31086,3454000,1982,2010,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"3832",1215,125,2,2,4,600958,200319,16693265,2000,2011,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"3833",1934,183,2,1,5,353871,254787,14154820,1985,2011,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"3834",1691,170,2,1,4,631722,264442,14691200,1981,2011,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"3835",1294,12,2,1,4,424022,47114,15704500,1999,2013,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"3836",2268,194,4,2,6,384292,151388,11645200,1997,2009,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
"3837",615,61,1,1,2,335076,167538,7284250,1993,2012,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
"3838",1640,15,2,2,4,376281,132207,10169750,1993,2010,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"3839",832,176,1,1,3,305327,157290,9252340,2002,2012,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
"3840",1919,5,2,1,5,492330,123082,12308240,1970,2007,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"3841",1788,164,2,1,4,329441,145342,9689440,1989,2006,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
"3842",1674,127,1,1,4,371852,225767,13280420,1967,2007,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
"3843",723,12,1,1,2,235693,22809,7603010,1969,2007,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"3844",990,167,1,1,3,404011,106319,10631860,1983,2007,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"3845",2219,73,3,2,5,610744,174498,17449820,1987,2008,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
"3846",1167,193,1,1,3,316181,31618,7904525,1973,2008,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"3847",1566,85,1,1,4,584360,240619,17187060,1983,2011,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
"3848",1053,195,1,1,3,324391,40549,10137210,2010,2014,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"3849",1781,9,2,1,4,501834,92443,13206150,1949,2004,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
"3850",2470,188,4,2,6,626856,217481,12792980,1979,2008,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"3851",1612,21,2,1,4,295493,156438,8690980,1997,2011,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"3852",1418,73,2,1,4,381786,221969,8878740,1993,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3853",1032,192,1,1,3,260006,125188,9629850,1979,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"3854",1430,69,2,2,4,633068,116278,12919750,1978,2011,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"3855",812,51,1,1,3,407482,86436,12347950,2002,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"3856",571,0,1,1,2,180473,97178,4627500,1995,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3857",1709,187,2,1,4,525271,193521,13822920,1982,2008,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"3858",1128,141,1,1,3,374252,144872,12072650,1977,2012,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
"3859",1731,156,2,1,4,462109,146522,11270960,2003,2010,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
"3860",1620,170,2,1,4,446644,153534,13957610,1997,2010,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
"3861",1581,140,2,1,4,534248,267124,13356200,2000,2010,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
"3862",1672,132,1,1,4,521203,231646,14477850,1997,2014,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"3863",1266,86,2,1,4,245094,118008,9077550,1985,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3864",1298,34,2,1,4,311948,143976,11998010,1989,2014,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"3865",1952,105,2,1,5,460098,181251,13942350,1962,2007,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"3866",2386,169,4,2,6,478831,142355,12941380,1988,2011,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"3867",1058,61,1,1,3,257955,137576,8598500,1985,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3868",987,95,1,1,3,368029,92007,9200725,1994,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3869",1256,198,1,1,3,319362,93930,9393000,1999,2011,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
"3870",1824,143,3,2,5,650269,257083,15122540,2004,2011,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"3871",1752,70,2,1,4,281674,119498,8535580,1987,2011,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
"3872",796,68,1,1,2,389486,116846,9737150,1999,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"3873",1031,40,1,1,3,277250,36967,9241670,1972,2012,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3874",1114,60,1,1,3,280961,106571,9688300,2006,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3875",1567,179,1,1,4,383791,58150,11630020,1965,2008,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"3876",1282,164,2,2,4,362763,37206,9301605,1980,2007,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"3877",957,81,1,1,3,265350,41461,8292190,1991,2013,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"3878",1510,14,1,1,4,505308,211903,16300260,1980,2013,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
"3879",1005,150,1,1,3,233287,75254,7525375,2001,2009,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"3880",1824,123,3,2,5,234976,131310,6911070,1973,2004,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
"3881",837,172,1,1,3,338038,137328,10563700,1988,2006,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"3882",1103,44,1,1,3,230819,53858,7693965,1999,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"3883",1386,97,2,2,4,353577,168370,8418500,2005,2010,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"3884",1588,80,2,1,4,460650,80614,11516250,1961,2006,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
"3885",792,59,1,1,2,327579,95103,10567050,1979,2014,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"3886",1241,152,2,1,4,286050,125147,8939050,1973,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3887",1571,1,2,1,4,465954,139786,11648840,1998,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"3888",770,132,1,1,2,222094,62186,8883750,1977,2010,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
"3889",1707,133,1,1,4,607726,173636,17363590,1970,2012,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"3890",1840,55,2,1,5,550157,260601,14477820,1972,2013,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"3891",972,35,1,1,3,307188,140795,6399750,1967,2009,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0
"3892",1000,33,1,1,3,283858,75139,8348770,1992,2010,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
"3893",1888,152,2,1,5,344124,110120,13764960,1969,2007,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"3894",557,29,1,1,2,134825,67413,3210125,1973,2010,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"3895",1180,16,1,1,3,293365,44449,8889850,1980,2007,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
"3896",1219,124,2,1,4,308482,119412,9951030,2004,2008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"3897",943,145,1,1,3,421272,105318,8776500,1983,2009,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"3898",1133,96,1,1,3,236700,37872,9468000,1995,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"3899",1153,178,1,1,3,317310,25051,8350260,1988,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3900",1618,30,2,1,4,588755,343440,16354300,1975,2005,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"3901",1246,31,1,1,3,381960,183023,7957500,1974,2012,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"3902",2389,109,4,2,6,644103,202432,18402940,1982,2009,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"3903",2227,163,4,2,6,496470,118207,11820720,2002,2008,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"3904",1853,42,2,1,5,344034,192659,13761350,1983,2013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"3905",926,13,1,1,3,370135,95519,11939850,1986,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
"3906",1517,191,1,1,4,339667,58563,11712660,1986,2011,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"3907",1721,61,2,1,4,424361,193730,9225240,1987,2009,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"3908",1231,126,1,1,3,262706,102798,5711000,1993,2011,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"3909",1090,34,1,1,3,170678,63395,4876500,1961,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3910",1590,56,2,1,4,487383,153178,13925230,1998,2007,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"3911",1353,183,2,2,4,360354,172670,7507375,1977,2011,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"3912",1610,185,1,1,4,338646,189642,13545830,1978,2007,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"3913",1883,148,2,1,5,505465,267599,14866620,1981,2010,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"3914",1029,178,1,1,3,361156,214018,13376150,1979,2008,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
"3915",1285,187,2,1,4,330959,82740,11819950,1977,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3916",1210,175,2,2,4,412366,74976,12495925,1975,2010,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"3917",774,153,1,1,2,146379,96192,4182250,1971,2010,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"3918",940,135,1,1,3,235685,36259,9064800,2008,2012,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
"3919",1893,70,3,2,5,389835,209911,9995770,1975,2006,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"3920",857,29,1,1,3,191810,22132,7377300,1976,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"3921",1563,114,1,1,4,405998,112777,11277710,2002,2008,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
"3922",1634,73,2,1,4,356825,106083,9643920,1992,2008,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
"3923",1483,161,2,1,4,324001,218920,8756780,1989,2008,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"3924",1902,173,2,1,5,827999,196105,21789460,1994,2007,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"3925",1638,4,1,1,4,542335,236403,13906030,1977,2014,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
"3926",1877,4,2,1,5,719760,348975,21810920,1981,2007,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"3927",751,162,1,1,2,279992,127269,8484620,1992,2009,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"3928",1873,130,3,2,5,681747,216920,15494260,1985,2008,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
"3929",1021,73,1,1,3,251633,67102,8387750,1982,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3930",1448,93,2,2,4,483660,174655,13435000,1987,2011,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"3931",720,34,1,1,2,235033,107988,6352250,1971,2010,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"3932",1514,151,1,1,4,417494,110513,12279230,1983,2011,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
"3933",2347,90,4,2,6,579865,154631,12885880,1983,2010,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
"3934",1816,170,3,2,5,516687,129172,10764320,1984,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"3935",1615,29,2,1,4,315600,72831,8092310,1970,2008,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"3936",1941,138,3,2,5,352469,110147,11014650,1981,2006,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
"3937",2227,51,4,2,6,419382,148017,12334760,2001,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"3938",1119,13,1,1,3,384747,199007,13267150,1986,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
"3939",885,16,1,1,3,252441,126221,8414700,1975,2010,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3940",1417,29,2,2,4,553714,307619,12304750,1973,2010,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3941",1278,175,2,2,4,321247,66139,9448455,1971,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3942",1050,14,1,1,3,304687,90278,11284700,1991,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3943",1706,29,1,1,4,353561,248803,13094870,1969,2011,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"3944",774,111,1,1,2,254150,57184,6353750,1969,2010,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"3945",1751,183,1,1,4,506615,253308,13331980,1994,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3946",729,161,1,1,2,200366,153614,6678875,1986,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3947",1142,59,1,1,3,261706,30197,10065600,1982,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"3948",1668,192,2,1,4,338569,100656,9150510,1964,2007,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"3949",857,77,1,1,3,379217,85630,12232800,2005,2013,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
"3950",1774,190,2,1,4,493613,267961,14103230,1985,2004,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
"3951",897,71,1,1,3,232892,107489,8957390,1988,2010,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"3952",1838,139,2,1,5,809661,242898,20241530,1995,2009,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
"3953",1000,189,1,1,3,307075,64647,8080925,1992,2007,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
"3954",1209,9,1,1,3,269262,111645,6567375,1969,2011,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1
"3955",858,135,1,1,3,341057,51675,10335050,1989,2008,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"3956",767,191,1,1,2,361824,117593,9045605,2003,2010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"3957",1624,98,1,1,4,476436,211749,13234330,1970,2013,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"3958",579,7,1,1,2,191240,125816,5032625,1975,2011,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
"3959",881,182,1,1,3,394460,139970,12724510,1997,2011,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
"3960",722,148,1,1,2,179100,34442,6888450,1981,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3961",1837,75,3,2,5,388000,148353,11411760,1991,2009,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"3962",1296,112,2,1,4,318900,149484,9965620,1978,2012,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
"3963",1624,28,2,2,4,344306,84164,7651250,1980,2011,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3964",1630,45,1,1,4,439916,194081,12938720,1967,2008,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"3965",1257,183,2,1,4,308335,39785,9946290,1986,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"3966",1163,88,1,1,3,303081,145479,12123250,1978,2013,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
"3967",1652,120,2,1,4,397300,168551,12039380,1964,2008,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"3968",1566,134,2,1,4,250729,88094,6776450,1981,2011,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
"3969",1669,2,2,1,4,230177,122282,7193030,1958,2007,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"3970",1009,148,1,1,3,237251,68539,5272250,1962,2011,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3971",750,127,1,1,2,250095,12505,6252365,1980,2011,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3972",2149,46,3,2,5,378891,272328,11840340,2001,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"3973",1818,77,3,2,5,306607,197811,9890560,1986,2009,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"3974",1623,123,2,1,4,695323,318690,14485900,2005,2010,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
"3975",1602,51,1,1,4,358420,135953,12359320,1974,2010,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"3976",1143,106,1,1,3,381485,101729,12716150,2004,2013,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
"3977",865,75,1,1,3,149462,69749,4982055,1974,2011,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"3978",1880,174,2,1,5,678566,390689,20562600,1988,2008,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"3979",721,73,1,1,2,288172,113522,8732470,1981,2007,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
"3980",1510,54,1,1,4,365650,53772,10754410,1994,2012,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
"3981",1025,46,1,1,3,513576,171192,13168605,1982,2009,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"3982",762,87,1,1,2,268651,161191,7675750,1961,2010,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3983",1609,105,1,1,4,496185,212651,17720900,1968,2013,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
"3984",869,110,1,1,3,411007,49819,12454750,1999,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"3985",1109,104,1,1,3,445757,50944,12735905,1980,2007,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"3986",928,93,1,1,3,279893,62976,6997335,1999,2008,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3987",1747,51,2,1,4,309486,89851,9983410,1998,2011,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"3988",1526,111,1,1,4,537849,259651,18546530,2002,2011,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
"3989",1922,25,2,1,5,475615,171750,13211540,1966,2008,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"3990",1366,3,2,1,4,451185,186359,9808360,1980,2008,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"3991",731,46,1,1,2,111690,49640,3102500,1979,2010,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"3992",1886,112,2,1,5,325106,216737,12040960,1964,2007,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"3993",1754,33,2,1,4,454616,107672,11963590,1969,2011,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"3994",1236,22,2,2,4,458282,40437,13478895,1975,2008,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
"3995",1291,113,2,1,4,314990,136495,10499650,1982,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"3996",1744,66,1,1,4,385020,186676,11667270,1966,2007,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"3997",933,139,1,1,3,279687,99244,9022165,1996,2007,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3998",747,78,1,1,2,186201,24827,6206700,1987,2009,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"3999",1574,138,2,1,4,306626,66297,8287180,1964,2008,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"4000",1290,151,2,1,4,416710,228518,13442250,2002,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"4001",1574,111,2,1,4,511420,236040,13113330,1957,2011,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
"4002",932,86,1,1,3,494655,222090,10095000,1975,2011,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"4003",1047,63,1,1,3,309510,137560,8597500,1997,2011,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
