"","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","REG_FEE","COMMIS","SALES_PRICE"
"2893","P09685","Velachery",1667,"28-02-2006",146,2,1,4,"Family","No","07-03-1978","Commercial","AllPub","No Access","RH",446113,170572,13120960
"2894","P07250","Velachery",1634,"06-01-2009",50,2,1,4,"Partial","No","19-01-1957","House","ELO","Gravel","A",244564,45051,6435890
"2895","P05886","KK Nagar",1587,"05-12-2009",53,2,1,4,"Partial","No","06-12-2004","Commercial","NoSeWa","Gravel","RL",688215,206465,13764300
"2896","P09295","Velachery",1641,"27-01-2007",13,2,1,4,"AbNormal","No","08-02-1959","Others","NoSeWa","Paved","A",232203,105547,7036460
"2897","P07005","Velachery",1673,"27-03-2009",125,2,1,4,"Normal Sale","Yes","06-04-1969","Others","AllPub","Gravel","RH",433898,141017,10847450
"2898","P05759","T Nagar",1901,"27-12-2009",62,2,1,5,"Partial","No","31-12-1995","Others","NoSewr ","Gravel","RL",531981,201290,14377860
"2899","P01353","Anna Nagar",1859,"12-07-2012",22,2,1,5,"Partial","No","20-07-1983","Others","NoSeWa","No Access","RL",441044,239424,12601250
"2900","P02524","Adyar",1034,"17-09-2011",200,1,1,3,"Normal Sale","No","25-09-1978","Commercial","AllPub","No Access","RL",412770,145684,12140295
"2901","P02151","Chrompet",832,"29-11-2011",25,1,1,3,"Partial","Yes","07-12-1978","House","AllPub","Gravel","RH",241661,56387,8055350
"2902","P03996","Anna Nagar",1577,"28-11-2010",125,1,1,4,"Normal Sale","Yes","06-12-1976","House","NoSewr ","Gravel","RM",397364,251664,13245480
"2903","P06947","T Nagar",1682,"12-04-2009",119,1,1,4,"AdjLand","Yes","22-04-1970","Commercial","AllPub","Paved","RL",787045,242168,20180630
"2904","P00906","Anna Nagar",1652,"11-05-2013",132,1,1,4,"AdjLand","No","17-05-1989","House","NoSewr ","No Access","RM",370420,71694,11949030
"2905","P00322","T Nagar",1793,"05-07-2014",141,1,1,4,"Normal Sale","Yes","08-07-2002","House","NoSewr ","Paved","RH",453748,77785,12964240
"2906","P08812","Chrompet",1116,"10-08-2007",134,1,1,3,"Family","Yes","20-08-1967","House","NoSeWa","Paved","RH",228971,135686,8480400
"2907","P09179","Adyar",883,"07-03-2007",2,1,1,3,"Partial","No","11-03-1989","Others","ELO","Paved","C",216844,44644,6377770
"2908","P01241","T Nagar",1589,"03-10-2012",4,1,1,4,"Family","No","07-10-1996","Others","NoSeWa","Paved","RM",516480,232416,12911990
"2909","P08293","Adyar",981,"25-02-2008",23,1,1,3,"Normal Sale","No","26-02-2003","Commercial","NoSewr ","No Access","RH",400221,148653,11434875
"2910","P02198","Adyar",1222,"17-11-2011",27,2,2,4,"AdjLand","Yes","25-11-1977","House","ELO","Paved","RH",315335,29563,9854210
"2911","P06339","KK Nagar",1337,"11-09-2009",117,2,1,4,"Normal Sale","Yes","17-09-1986","Others","AllPub","Paved","RH",465530,102417,9310600
"2912","P09929","Velachery",1535,"04-09-2004",49,2,1,4,"AdjLand","Yes","12-09-1972","Others","AllPub","Gravel","RH",335133,172972,10810740
"2913","P09621","Velachery",1538,"25-06-2006",36,2,1,4,"Family","Yes","05-07-1964","Commercial","AllPub","Paved","RL",551444,113117,14139590
"2914","P06319","Karapakkam",1376,"14-09-2009",147,2,2,4,"Normal Sale","Yes","19-09-1991","Others","NoSeWa","Paved","RM",394300,226723,9857500
"2915","P01446","T Nagar",1975,"02-05-2012",150,2,1,5,"AbNormal","No","13-05-1969","Commercial","NoSeWa","Gravel","RM",599398,177599,22199910
"2916","P03661","Karapakkam",786,"05-02-2011",100,1,1,2,"Normal Sale","No","07-02-2001","Other","NoSewr ","Gravel","RH",266305,84438,6495250
"2917","P04943","Karapakkam",1094,"29-05-2010",157,1,1,3,"Partial","No","06-06-1978","House","ELO","Paved","A",118500,75050,3950000
"2918","P06663","KK Nagar",2293,"01-07-2009",83,4,2,6,"AdjLand","No","07-07-1984","Others","AllPub","Paved","RL",599710,112446,12493960
"2919","P07002","Anna Nagar",1554,"28-03-2009",65,1,1,4,"Partial","Yes","06-04-1974","Commercial","ELO","Gravel","RM",631227,153025,19128100
"2920","P01061","Anna Nagar",1520,"18-01-2013",166,1,1,4,"Partial","No","28-01-1976","Commercial","AllPub","No Access","RH",504129,173294,15754040
"2921","P07541","KK Nagar",1761,"10-10-2008",58,2,1,4,"AdjLand","No","13-10-1999","Commercial","NoSeWa","Paved","RH",639665,341155,14214780
"2922","P01525","Karapakkam",500,"24-03-2012",64,1,1,2,"Family","Yes","01-04-1983","Others","ELO","Gravel","RL",231219,145338,6606250
"2923","P04929","Karapakkam",1500,"01-06-2010",30,2,2,4,"AdjLand","No","03-06-2003","Others","NoSewr ","No Access","RL",273528,85478,8547750
"2924","P06016","Karapakkam",715,"09-11-2009",146,1,1,2,"AbNormal","No","12-11-1997","Others","AllPub","Paved","I",224444,99173,5219625
"2925","P00186","Anna Nagar",1901,"13-10-2014",89,2,1,5,"AdjLand","No","15-10-2007","Others","AllPub","Gravel","RH",526328,219303,14620220
"2926","P09047","Adyar",1235,"01-05-2007",140,2,2,4,"AbNormal","Yes","05-05-1988","Others","ELO","Gravel","I",412093,31699,10566485
"2927","P00632","T Nagar",1797,"20-11-2013",1,1,1,4,"Family","No","23-11-2002","Commercial","NoSewr ","Paved","RM",783698,391849,20623620
"2928","P01593","Anna Nagar",1943,"13-03-2012",171,2,1,5,"AbNormal","Yes","22-03-1979","Commercial","ELO","Gravel","RM",706131,318898,22778410
"2929","P08033","Chrompet",901,"15-05-2008",48,1,1,3,"Normal Sale","No","21-05-1985","Others","ELO","No Access","RL",193768,81979,7452620
"2930","P02554","Anna Nagar",1685,"12-09-2011",108,1,1,4,"Normal Sale","Yes","22-09-1970","Commercial","ELO","No Access","RL",504544,205555,18686820
"2931","P01844","Velachery",1784,"29-01-2012",151,2,1,4,"AdjLand","Yes","06-02-1978","Others","NoSeWa","Paved","C",380238,175494,9749680
"2932","P07341","Anna Nagar",1602,"15-12-2008",13,1,1,4,"AbNormal","No","23-12-1977","Commercial","AllPub","Paved","RH",473208,332998,17526220
"2933","P03574","T Nagar",1665,"25-02-2011",9,1,1,4,"Family","No","01-03-1995","Others","ELO","No Access","RL",349266,228830,12043670
"2934","P07862","KK Nagar",1932,"10-07-2008",126,3,2,5,"AdjLand","Yes","13-07-1996","Others","NoSeWa","Gravel","RH",426380,170552,12182280
"2935","P03001","Adyar",801,"16-06-2011",194,1,1,3,"Normal Sale","No","21-06-1991","Commercial","NoSeWa","No Access","C",287086,50662,8443700
"2936","P00048","Anna Nagar",1705,"18-01-2015",5,1,1,4,"AdjLand","No","21-01-2003","Commercial","ELO","No Access","RM",759022,291931,19462090
"2937","P01965","Adyar",845,"07-01-2012",193,1,1,3,"AdjLand","No","11-01-1995","House","NoSeWa","Gravel","RH",260987,73403,8155855
"2938","P07451","T Nagar",1943,"05-11-2008",72,2,1,5,"Normal Sale","No","08-11-1999","House","NoSewr ","No Access","RM",415678,147499,13408980
"2939","P06138","Karapakkam",1262,"14-10-2009",89,1,1,3,"AdjLand","Yes","19-10-1991","Others","AllPub","Paved","I",361273,82108,8210750
"2940","P06583","T Nagar",1881,"20-07-2009",131,2,1,5,"AbNormal","No","29-07-1974","House","NoSewr ","Paved","RM",475074,211144,13196500
"2941","P08085","Velachery",1611,"01-05-2008",115,2,1,4,"Normal Sale","Yes","04-05-1996","House","NoSeWa","No Access","RL",304891,95278,9527840
"2942","P01670","Velachery",1969,"28-02-2012",93,3,2,5,"AbNormal","No","06-03-1987","Others","AllPub","Gravel","I",416598,160230,10682000
"2943","P00692","Chrompet",878,"12-10-2013",65,1,1,3,"Partial","No","20-10-1982","House","AllPub","No Access","RM",206042,29435,7358650
"2944","P07865","Chrompet",1037,"09-07-2008",30,1,1,3,"AdjLand","No","15-07-1985","Others","NoSewr ","No Access","RL",276132,138066,8629140
"2945","P01181","Chrompet",1187,"10-11-2012",1,1,1,3,"Family","Yes","15-11-1992","Others","NoSewr ","Paved","RH",284281,107831,9802790
"2946","P01709","KK Nagar",1361,"23-02-2012",16,2,1,4,"AdjLand","No","01-03-1984","Others","NoSeWa","Gravel","RM",401999,120600,10049980
"2947","P06814","Chrompet",999,"15-05-2009",70,1,1,3,"Partial","Yes","20-05-1990","Others","NoSeWa","No Access","RM",252771,74895,9361880
"2948","P08662","Chrompet",1020,"01-10-2007",95,1,1,3,"Partial","No","04-10-1995","Commercial","NoSewr ","Paved","RL",337288,72276,12046000
"2949","P09571","Velachery",1651,"28-09-2006",57,2,1,4,"AbNormal","No","30-09-1999","Commercial","NoSeWa","Paved","A",423554,145218,12101540
"2950","P06318","Karapakkam",508,"14-09-2009",34,1,1,2,"AbNormal","No","21-09-1983","Commercial","NoSeWa","Paved","RM",213735,142490,7124500
"2951","P08227","Adyar",812,"17-03-2008",69,1,1,3,"AdjLand","Yes","26-03-1972","Others","NoSeWa","Gravel","I",267218,103439,8619940
"2952","P05134","Karapakkam",1697,"23-04-2010",58,2,2,4,"Family","No","04-05-1967","Commercial","NoSeWa","Paved","I",472366,186749,10985250
"2953","P02562","Adyar",1063,"11-09-2011",28,1,1,3,"Family","Yes","14-09-1996","Others","ELO","Paved","A",293859,115997,7733125
"2954","P06145","Karapakkam",635,"13-10-2009",20,1,1,2,"AdjLand","Yes","22-10-1975","House","AllPub","No Access","RM",285565,104475,6965000
"2955","P09054","T Nagar",1540,"30-04-2007",70,1,1,4,"Partial","No","01-05-2001","Commercial","NoSeWa","Gravel","RH",557959,174362,17436220
"2956","P08313","Chrompet",1123,"17-02-2008",104,1,1,3,"Family","Yes","22-02-1986","Commercial","NoSewr ","Gravel","RH",367386,176890,13606900
"2957","P01762","Chrompet",774,"12-02-2012",2,1,1,2,"Normal Sale","No","17-02-1992","House","ELO","Gravel","RH",226288,102858,6857200
"2958","P03939","Chrompet",816,"08-12-2010",117,1,1,3,"AbNormal","Yes","12-12-1995","Others","NoSeWa","No Access","RH",220289,53173,7596170
"2959","P01318","Chrompet",814,"11-08-2012",4,1,1,3,"AbNormal","Yes","16-08-1993","House","NoSewr ","No Access","RM",228432,50763,8460450
"2960","P00697","Chrompet",1241,"11-10-2013",156,2,1,4,"Family","No","13-10-2006","Others","ELO","Paved","RM",334529,83632,10454020
"2961","P09999","Velachery",1768,"08-04-2004",173,2,1,4,"Normal Sale","No","19-04-1960","Others","ELO","Paved","RM",333851,73030,10432830
"2962","P00501","Chrompet",786,"18-02-2014",98,1,1,2,"Partial","Yes","28-02-1976","Others","NoSewr ","Paved","RH",191940,59059,7382320
"2963","P05736","Anna Nagar",1592,"02-01-2010",138,1,1,4,"Normal Sale","No","10-01-1980","House","NoSewr ","Paved","RH",360653,127289,10607450
"2964","P01145","Anna Nagar",1552,"29-11-2012",18,1,1,4,"Partial","No","10-12-1968","Commercial","NoSeWa","Gravel","RL",659679,121520,17359980
"2965","P05152","Chrompet",1220,"19-04-2010",79,2,1,4,"Family","No","24-04-1990","Commercial","ELO","No Access","RL",410035,140950,12813600
"2966","P07080","Velachery",1628,"03-03-2009",114,2,1,4,"AbNormal","Yes","06-03-1999","Others","NoSeWa","Paved","RL",416336,131474,10956200
"2967","P03779","Velachery",1787,"12-01-2011",111,2,1,4,"Normal Sale","Yes","19-01-1981","Commercial","NoSewr ","Paved","I",518728,177850,14820800
"2968","P09575","Velachery",1903,"18-09-2006",2,3,2,5,"Normal Sale","Yes","25-09-1979","Commercial","NoSeWa","Gravel","C",597725,245221,15326290
"2969","P01149","T Nagar",1989,"27-11-2012",162,2,1,5,"Partial","No","29-11-2005","Others","NoSewr ","Paved","RL",549478,130140,14459960
"2970","P02634","Velachery",1870,"30-08-2011",175,3,2,5,"AbNormal","Yes","05-09-1986","Others","ELO","Gravel","RH",415861,242586,11551700
"2971","P05584","Anna Nagar",1939,"30-01-2010",176,2,1,5,"AbNormal","No","06-02-1984","Commercial","AllPub","Paved","RM",675931,196238,21804220
"2972","P03286","Karapakkam",1261,"19-04-2011",89,1,1,3,"Family","No","21-04-2002","Commercial","ELO","Gravel","RM",430930,93174,11646750
"2973","P05915","Karapakkam",656,"30-11-2009",112,1,1,2,"AbNormal","No","02-12-2002","House","NoSewr ","No Access","A",138058,33014,3001250
"2974","P03144","Karapakkam",1661,"18-05-2011",94,2,2,4,"Normal Sale","Yes","19-05-2005","Others","NoSewr ","Paved","A",279926,143962,7997875
"2975","P06641","T Nagar",1972,"09-07-2009",85,2,1,5,"Family","Yes","19-07-1969","Commercial","ELO","Gravel","RM",802148,297941,22918500
"2976","P00525","Anna Nagar",1730,"03-02-2014",180,1,1,4,"Family","Yes","06-02-2002","Commercial","ELO","No Access","RL",738288,174858,19428640
"2977","P09399","Adyar",887,"22-12-2006",131,1,1,3,"Normal Sale","No","26-12-1991","Others","ELO","No Access","RH",251033,7383,7383325
"2978","P09980","Velachery",1673,"26-05-2004",34,2,1,4,"Partial","No","30-05-1991","Commercial","AllPub","Gravel","C",447855,263444,13172210
"2979","P09946","Velachery",1548,"01-08-2004",111,2,1,4,"AdjLand","Yes","12-08-1961","Others","ELO","No Access","RL",361661,97746,9774610
"2980","P05655","Adyar",1227,"17-01-2010",128,2,2,4,"AdjLand","Yes","21-01-1995","Others","NoSewr ","No Access","A",329959,130247,8683125
"2981","P08802","Chrompet",1004,"13-08-2007",106,1,1,3,"Family","Yes","19-08-1982","Others","ELO","Paved","RL",291426,65806,9400830
"2982","P05017","Anna Nagar",1509,"17-05-2010",96,1,1,4,"AbNormal","Yes","22-05-1990","Others","ELO","Gravel","RM",517455,83912,13985270
"2983","P09300","Chrompet",1092,"26-01-2007",80,1,1,3,"AdjLand","Yes","05-02-1967","Commercial","NoSewr ","Paved","RL",381035,217734,13608400
"2984","P08931","Anna Nagar",1982,"14-06-2007",75,2,1,5,"Family","Yes","19-06-1984","House","NoSewr ","No Access","RH",444983,139852,12713810
"2985","P09182","Chrompet",1217,"06-03-2007",97,2,1,4,"AdjLand","Yes","10-03-1988","Others","NoSeWa","Paved","RH",279146,144742,10338740
"2986","P07133","Velachery",1649,"11-02-2009",170,2,1,4,"AdjLand","Yes","24-02-1960","House","ELO","Paved","C",309942,97877,8156380
"2987","P04178","Karapakkam",592,"21-10-2010",109,1,1,2,"Family","No","31-10-1971","House","NoSewr ","No Access","C",137065,39162,2797250
"2988","P05067","Chrompet",1237,"05-05-2010",99,2,1,4,"AdjLand","No","07-05-2003","Commercial","AllPub","No Access","RL",376317,209065,13937650
"2989","P04275","Adyar",1156,"02-10-2010",191,1,1,3,"Partial","No","12-10-1971","Commercial","NoSewr ","No Access","I",440325,101613,11290385
"2990","P01312","Chrompet",992,"14-08-2012",91,1,1,3,"Normal Sale","Yes","18-08-1999","Commercial","ELO","Gravel","RL",363689,188579,13469950
"2991","P06188","Karapakkam",1302,"08-10-2009",143,1,1,3,"AdjLand","No","20-10-1960","Others","AllPub","No Access","RL",303786,72330,7233000
"2992","P08771","Anna Nagar",1796,"27-08-2007",120,1,1,4,"AdjLand","No","02-09-1981","Others","NoSeWa","Gravel","RH",403967,175052,13465550
"2993","P08743","Chrompet",1001,"04-09-2007",18,1,1,3,"Partial","No","11-09-1976","House","NoSewr ","Paved","RL",246018,23064,7688050
"2994","P00874","Anna Nagar",1930,"03-06-2013",161,2,1,5,"AdjLand","Yes","06-06-2001","House","AllPub","No Access","RH",413732,173500,13346190
"2995","P06001","Karapakkam",1530,"12-11-2009",134,2,2,4,"Normal Sale","Yes","18-11-1986","Others","ELO","Paved","I",383640,125100,8340000
"2996","P00857","Anna Nagar",1819,"13-06-2013",83,2,1,5,"Family","Yes","17-06-1998","Others","NoSewr ","Paved","RL",494451,276311,14542670
"2997","P00118","T Nagar",1502,"02-12-2014",54,1,1,4,"Partial","No","12-12-1973","Others","NoSeWa","No Access","RL",296066,74016,10573780
"2998","P08356","Anna Nagar",1781,"02-02-2008",70,1,1,4,"Normal Sale","Yes","04-02-2000","Others","NoSeWa","Paved","RL",561143,100718,14388290
"2999","P02096","Adyar",1132,"11-12-2011",86,1,1,3,"AbNormal","No","18-12-1980","House","NoSewr ","Paved","A",204175,95707,6380465
"3000","P08513","Adyar",833,"02-12-2007",184,1,1,3,"AbNormal","Yes","03-12-2001","Others","NoSewr ","No Access","RH",267337,16709,8354290
"3001","P01499","Adyar",1223,"30-03-2012",144,2,2,4,"AbNormal","No","04-04-1992","Others","AllPub","Paved","RM",384251,98807,10978600
"3002","P07462","Anna Nagar",1738,"03-11-2008",200,1,1,4,"Partial","No","09-11-1985","Others","AllPub","Gravel","RL",505142,172812,13293200
"3003","P00039","Chrompet",1057,"25-01-2015",58,1,1,3,"Partial","No","03-02-1980","House","NoSewr ","Paved","RH",231803,94170,7243850
"3004","P04088","Karapakkam",671,"10-11-2010",31,1,1,2,"Normal Sale","No","18-11-1979","House","NoSewr ","Paved","RM",227985,86265,6161750
"3005","P08309","Chrompet",1072,"19-02-2008",148,1,1,3,"AdjLand","Yes","23-02-1991","Commercial","ELO","No Access","RH",361286,186872,12458150
"3006","P05904","Karapakkam",1375,"01-12-2009",38,2,2,4,"AdjLand","Yes","08-12-1983","House","NoSewr ","No Access","I",339936,56656,7082000
"3007","P07104","Chrompet",1122,"25-02-2009",77,1,1,3,"Normal Sale","Yes","06-03-1973","Others","AllPub","No Access","RH",251472,152679,8981140
"3008","P05885","KK Nagar",1526,"05-12-2009",77,2,1,4,"AbNormal","Yes","10-12-1990","House","NoSewr ","Gravel","RM",538127,263572,10982180
"3009","P05920","Adyar",614,"30-11-2009",36,1,1,2,"AdjLand","Yes","06-12-1987","House","NoSeWa","Paved","A",194501,68648,5720630
"3010","P08857","Adyar",1192,"23-07-2007",90,1,1,3,"AbNormal","Yes","28-07-1987","House","NoSeWa","No Access","A",217211,35034,7006800
"3011","P02684","Karapakkam",1220,"18-08-2011",134,1,1,3,"AbNormal","Yes","20-08-2001","Others","NoSeWa","No Access","A",267766,110599,5821000
"3012","P04288","Anna Nagar",1970,"30-09-2010",75,2,1,5,"AdjLand","No","03-10-1999","Other","NoSeWa","Gravel","RM",538751,142611,15845620
"3013","P07840","KK Nagar",1315,"17-07-2008",94,1,1,3,"AdjLand","Yes","23-07-1987","Commercial","AllPub","Paved","RH",572104,114421,12713420
"3014","P07099","Chrompet",705,"26-02-2009",145,1,1,2,"AdjLand","Yes","29-02-2000","Commercial","AllPub","Gravel","RM",359947,136531,12411950
"3015","P00245","Chrompet",1222,"29-08-2014",98,2,1,4,"Partial","No","05-09-1985","Commercial","NoSewr ","Paved","RM",348274,125379,13930950
"3016","P07029","Anna Nagar",1836,"17-03-2009",39,2,1,5,"AbNormal","No","26-03-1975","Commercial","NoSeWa","Paved","RH",656080,96482,19296480
"3017","P03519","Karapakkam",739,"10-03-2011",121,1,1,2,"Normal Sale","Yes","12-03-2000","Commercial","ELO","Gravel","RM",447896,218972,9953250
"3018","P01628","Karapakkam",1430,"07-03-2012",189,2,2,4,"Family","No","10-03-2002","House","ELO","No Access","RH",202446,143671,6530500
"3019","P03235","Velachery",1901,"29-04-2011",89,3,2,5,"Family","Yes","03-05-1993","House","AllPub","Gravel","RM",428679,257207,12247960
"3020","P09809","Velachery",1630,"27-05-2005",72,2,1,4,"AdjLand","Yes","08-06-1956","Others","NoSewr ","No Access","RH",303753,170861,9492280
"3021","P03386","Velachery",1798,"05-04-2011",188,2,1,4,"Normal Sale","Yes","15-04-1969","Others","NoSewr ","Paved","RH",362052,223620,10648590
"3022","P02477","Chrompet",900,"27-09-2011",186,1,1,3,"Partial","No","05-10-1979","Others","NoSewr ","Paved","RL",243505,117825,7855000
"3023","P09043","T Nagar",1911,"04-05-2007",169,2,1,5,"Partial","Yes","13-05-1968","Commercial","ELO","Paved","RL",592024,190294,21143730
"3024","P01835","Karapakkam",659,"30-01-2012",128,1,1,2,"AdjLand","Yes","03-02-1994","Others","NoSewr ","No Access","A",212911,108628,4345125
"3025","P06904","Adyar",714,"22-04-2009",115,1,1,2,"Family","Yes","28-04-1986","Commercial","ELO","Gravel","A",351194,105358,8779845
"3026","P00963","Chrompet",703,"04-04-2013",137,1,1,2,"Partial","Yes","14-04-1974","House","ELO","No Access","RH",191253,17930,5976650
"3027","P02156","Karapakkam",565,"27-11-2011",51,1,1,2,"Family","Yes","02-12-1991","Others","NoSewr ","No Access","I",169413,53244,4840375
"3028","P00006","Chrompet",1151,"16-02-2015",7,1,1,3,"Partial","No","21-02-1994","House","NoSewr ","Gravel","RH",217114,25052,8350550
"3029","P02579","Anna Nagar",1541,"08-09-2011",194,1,1,4,"AdjLand","No","13-09-1990","Others","AllPub","Paved","RM",372992,226460,13321150
"3030","P01158","Anna Nagar",1509,"24-11-2012",109,1,1,4,"Partial","Yes","02-12-1980","Others","NoSewr ","Gravel","RM",461844,108669,13583660
"3031","P03494","T Nagar",1706,"17-03-2011",107,1,1,4,"AdjLand","Yes","21-03-1992","House","AllPub","Paved","RL",450776,218558,13659880
"3032","P00642","Chrompet",983,"12-11-2013",132,1,1,3,"AdjLand","No","17-11-1993","House","NoSeWa","No Access","RM",257040,140957,8291600
"3033","P05867","Karapakkam",1189,"07-12-2009",102,1,1,3,"AdjLand","Yes","18-12-1964","Others","NoSewr ","Gravel","C",327561,152862,7279125
"3034","P03812","KK Nagar",2325,"07-01-2011",17,4,2,6,"Normal Sale","Yes","08-01-2005","Others","NoSewr ","Gravel","RH",495490,107133,13391620
"3035","P02858","Chrompet",1024,"11-07-2011",74,1,1,3,"AdjLand","Yes","19-07-1977","Commercial","NoSewr ","Gravel","RL",397216,205457,13697100
"3036","P05926","KK Nagar",1997,"29-11-2009",28,3,2,5,"Normal Sale","No","05-12-1987","Commercial","NoSewr ","Paved","RM",773321,263258,16453640
"3037","P09733","Velachery",1888,"25-10-2005",38,3,2,5,"AbNormal","No","28-10-1995","Others","NoSewr ","Paved","RM",365093,153104,11777200
"3038","P03979","Chrompet",887,"01-12-2010",137,1,1,3,"Normal Sale","Yes","10-12-1975","Others","AllPub","Gravel","RL",304334,123636,9510440
"3039","P06593","Chrompet",1162,"18-07-2009",27,1,1,3,"Partial","No","27-07-1972","Commercial","AllPub","Paved","RM",332724,106472,13308950
"3040","P03720","Karapakkam",1124,"24-01-2011",112,1,1,3,"Family","No","04-02-1965","House","NoSewr ","Paved","RM",267881,126891,7049500
"3041","P06895","KK Nagar",2392,"26-04-2009",51,4,2,6,"Partial","Yes","02-05-1987","House","NoSewr ","Gravel","RM",571171,106264,13283040
"3042","P08740","Chrompet",1256,"05-09-2007",129,2,1,4,"Family","Yes","13-09-1974","Commercial","NoSeWa","No Access","RL",420209,140070,14006950
"3043","P03656","T Nagar",1611,"07-02-2011",192,1,1,4,"Normal Sale","No","16-02-1974","Others","NoSewr ","Gravel","RH",329359,97588,12198470
"3044","P04551","KK Nagar",1399,"11-08-2010",65,2,1,4,"Normal Sale","No","13-08-2003","Others","NoSeWa","Gravel","RH",355170,191245,9106920
"3045","P02436","Velachery",1738,"05-10-2011",30,2,1,4,"Normal Sale","Yes","13-10-1979","Commercial","NoSeWa","No Access","RH",452873,183980,14152290
"3046","P09307","Velachery",1843,"23-01-2007",148,3,2,5,"Normal Sale","Yes","28-01-1988","Others","ELO","No Access","I",326046,197604,9880180
"3047","P01952","Chrompet",920,"09-01-2012",87,1,1,3,"AbNormal","No","18-01-1975","Others","ELO","Paved","RM",230098,102266,8522150
"3048","P02047","Anna Nagar",1804,"19-12-2011",87,2,1,5,"AbNormal","No","20-12-2006","House","NoSeWa","Gravel","RL",484106,209343,13083950
"3049","P07567","Chrompet",1272,"30-09-2008",67,2,1,4,"Partial","Yes","03-10-1999","Others","NoSewr ","Paved","RH",300538,51817,10363390
"3050","P07417","Velachery",1690,"18-11-2008",28,2,1,4,"AbNormal","No","02-12-1953","Others","ELO","Paved","RH",325691,105629,8802450
"3051","P10032","Velachery",1502,"16-01-2004",170,2,1,4,"Normal Sale","No","29-01-1950","House","NoSeWa","No Access","I",208132,94605,6307030
"3052","P01133","Chrompet",710,"06-12-2012",83,1,1,2,"Partial","Yes","09-12-2002","House","AllPub","No Access","RM",201563,120938,8062500
"3053","P05686","Chrompet",1060,"12-01-2010",200,1,1,3,"AbNormal","Yes","19-01-1983","Others","ELO","Paved","RH",299688,27244,9081450
"3054","P05160","Chrompet",952,"17-04-2010",136,1,1,3,"Partial","Yes","23-04-1984","Commercial","NoSeWa","No Access","RL",310978,80624,11517700
"3055","P09394","Adyar",1240,"23-12-2006",51,2,2,4,"Partial","Yes","01-01-1972","Commercial","AllPub","No Access","C",440371,163566,12582025
"3056","P04077","Anna Nagar",1540,"13-11-2010",58,1,1,4,"AdjLand","Yes","16-11-1999","Others","NoSewr ","Paved","RH",367494,104998,13124770
"3057","P00839","T Nagar",1991,"22-06-2013",130,2,1,5,"Normal Sale","No","25-06-2003","Commercial","NoSeWa","Paved","RM",870464,424072,22319600
"3058","P05014","Karapakkam",560,"17-05-2010",117,1,1,2,"Normal Sale","Yes","20-05-1999","Commercial","ELO","Gravel","I",220658,80908,7355250
"3059","P06143","KK Nagar",2419,"14-10-2009",50,4,2,6,"Partial","Yes","19-10-1990","Others","NoSeWa","Paved","RL",495503,169514,13039560
"3060","P08891","Velachery",1812,"03-07-2007",39,3,2,5,"Normal Sale","No","05-07-1996","House","NoSewr ","Gravel","RH",394123,70740,10105720
"3061","P07338","KK Nagar",2415,"16-12-2008",33,4,2,6,"AdjLand","Yes","20-12-1993","House","AllPub","Gravel","RM",596329,241371,14198300
"3062","P09396","Chrompet",1047,"23-12-2006",92,1,1,3,"Partial","No","29-12-1982","Commercial","ELO","No Access","RM",308547,106805,11867200
"3063","P02649","Adyar",954,"27-08-2011",189,1,1,3,"AdjLand","Yes","29-08-2000","Commercial","NoSeWa","No Access","RH",370163,86371,12338765
"3064","P06747","Adyar",641,"06-06-2009",35,1,1,2,"AdjLand","No","07-06-2004","House","NoSeWa","No Access","RH",187070,6236,6235675
"3065","P00863","Anna Nagar",1591,"09-06-2013",157,1,1,4,"Normal Sale","No","18-06-1976","House","NoSeWa","Gravel","RM",317733,73323,12220490
"3066","P06728","Anna Nagar",1815,"11-06-2009",130,2,1,5,"AdjLand","Yes","21-06-1969","Others","NoSewr ","Gravel","RH",389212,201814,14415250
"3067","P07025","Adyar",1027,"19-03-2009",74,1,1,3,"AbNormal","No","24-03-1991","House","NoSewr ","Gravel","A",259018,40898,6816270
"3068","P01617","Karapakkam",1181,"08-03-2012",37,1,1,3,"Normal Sale","Yes","17-03-1977","Commercial","NoSeWa","No Access","RL",397342,193577,10188250
"3069","P07654","Velachery",1998,"11-09-2008",91,3,2,5,"Family","Yes","20-09-1972","House","AllPub","Gravel","A",317782,121505,9346520
"3070","P04804","Karapakkam",1161,"27-06-2010",19,1,1,3,"Partial","Yes","03-07-1985","Others","ELO","Gravel","RM",304875,147818,9238625
"3071","P04298","Karapakkam",643,"27-09-2010",192,1,1,2,"Family","Yes","06-10-1974","Others","ELO","Gravel","A",200052,50013,4546625
"3072","P09314","T Nagar",1885,"19-01-2007",117,2,1,5,"AbNormal","No","24-01-1988","House","NoSeWa","No Access","RM",370688,63912,12782330
"3073","P02995","Adyar",674,"17-06-2011",92,1,1,2,"Normal Sale","No","26-06-1973","Others","ELO","Paved","RL",238018,14425,7212670
"3074","P00034","Chrmpet",884,"30-01-2015",163,1,1,3,"Partial","Yes","01-02-2007","Others","AllPub","Paved","RH",268028,138337,8646080
